,venue,innings,batting_team,bowling_team,striker,bowler,total_runs
1410,Rajiv Gandhi International Stadium,50,Sunrisers Hyderabad,Royal Challengers Bangalore,23.328,7.713,59
1411,Rajiv Gandhi International Stadium,100,Royal Challengers Bangalore,Sunrisers Hyderabad,50.254,11.353,30
1412,MA Chidambaram Stadium,50,Chennai Super Kings,Rajasthan Royals,46.282,7.289,29
1413,MA Chidambaram Stadium,100,Rajasthan Royals,Chennai Super Kings,57.048,4.787,45
1414,Punjab Cricket Association IS Bindra Stadium,50,Punjab Kings,Delhi Capitals,44.63,4.252,54
1415,Punjab Cricket Association IS Bindra Stadium,100,Delhi Capitals,Punjab Kings,32.842,7.255,49
1416,Sawai Mansingh Stadium,50,Royal Challengers Bangalore,Rajasthan Royals,20.622,7.302,48
1417,Sawai Mansingh Stadium,100,Rajasthan Royals,Royal Challengers Bangalore,23.574,6.516,55
1418,Wankhede Stadium,50,Mumbai Indians,Chennai Super Kings,34.05,8.244,40
1419,Wankhede Stadium,100,Chennai Super Kings,Mumbai Indians,46.282,4.888,34
1420,Arun Jaitley Stadium,50,Delhi Capitals,Sunrisers Hyderabad,32.842,7.286,36
1421,Arun Jaitley Stadium,100,Sunrisers Hyderabad,Delhi Capitals,23.328,4.85,62
1422,M.Chinnaswamy Stadium,50,Royal Challengers Bangalore,Kolkata Knight Riders,20.622,5.08,53
1423,M.Chinnaswamy Stadium,100,Kolkata Knight Riders,Royal Challengers Bangalore,39.906,3.883,59
1424,MA Chidambaram Stadium,50,Chennai Super Kings,Punjab Kings,21.83,8.121,54
1425,MA Chidambaram Stadium,100,Punjab Kings,Chennai Super Kings,47.003,6.613,46
1426,Rajiv Gandhi International Stadium,50,Mumbai Indians,Sunrisers Hyderabad,43.177,11.353,30
1427,Rajiv Gandhi International Stadium,100,Sunrisers Hyderabad,Mumbai Indians,40.46,3.107,39
1428,M.Chinnaswamy Stadium,50,Royal Challengers Bangalore,Delhi Capitals,31.175,7.476,40
1429,M.Chinnaswamy Stadium,100,Delhi Capitals,Royal Challengers Bangalore,32.842,3.883,53
1430,Sawai Mansingh Stadium,50,Rajasthan Royals,Kolkata Knight Riders,34.302,4.798,28
1431,Sawai Mansingh Stadium,100,Kolkata Knight Riders,Rajasthan Royals,28.404,7.302,65
1432,Punjab Cricket Association IS Bindra Stadium,50,Sunrisers Hyderabad,Punjab Kings,30.713,3.337,27
1433,Punjab Cricket Association IS Bindra Stadium,100,Punjab Kings,Sunrisers Hyderabad,34.427,12.128,38
1434,MA Chidambaram Stadium,50,Kolkata Knight Riders,Chennai Super Kings,70.948,7.198,29
1435,MA Chidambaram Stadium,100,Chennai Super Kings,Kolkata Knight Riders,42.447,4.798,40
1436,Wankhede Stadium,50,Punjab Kings,Mumbai Indians,24.308,2.713,50
1437,Wankhede Stadium,100,Mumbai Indians,Punjab Kings,36.02,3.161,50
1438,Sawai Mansingh Stadium,50,Rajasthan Royals,Chennai Super Kings,57.048,4.787,54
1439,Sawai Mansingh Stadium,100,Chennai Super Kings,Rajasthan Royals,57.991,8.569,24
1440,Eden Gardens,50,Kolkata Knight Riders,Delhi Capitals,22.907,8.565,41
1441,Eden Gardens,100,Delhi Capitals,Kolkata Knight Riders,42.715,2.206,57
1442,Wankhede Stadium,50,Mumbai Indians,Rajasthan Royals,21.403,9.555,57
1443,Wankhede Stadium,100,Rajasthan Royals,Mumbai Indians,23.574,3.107,59
1444,Punjab Cricket Association IS Bindra Stadium,50,Punjab Kings,Royal Challengers Bangalore,24.308,6.516,60
1445,Punjab Cricket Association IS Bindra Stadium,100,Royal Challengers Bangalore,Punjab Kings,31.175,6.959,63
1446,Eden Gardens,50,Kolkata Knight Riders,Chennai Super Kings,38.906,5.471,49
1447,Eden Gardens,100,Chennai Super Kings,Kolkata Knight Riders,42.447,4.754,44
1448,Rajiv Gandhi International Stadium,50,Delhi Capitals,Sunrisers Hyderabad,45.035,11.812,51
1449,Rajiv Gandhi International Stadium,100,Sunrisers Hyderabad,Delhi Capitals,23.328,7.476,40
1450,Wankhede Stadium,50,Royal Challengers Bangalore,Mumbai Indians,31.175,6.423,45
1451,Wankhede Stadium,100,Mumbai Indians,Royal Challengers Bangalore,21.403,8.291,67
1452,Punjab Cricket Association IS Bindra Stadium,50,Punjab Kings,Rajasthan Royals,34.427,8.569,39
1453,Punjab Cricket Association IS Bindra Stadium,100,Rajasthan Royals,Punjab Kings,36.367,1.127,54
1454,Rajiv Gandhi International Stadium,50,Chennai Super Kings,Sunrisers Hyderabad,21.83,11.812,41
1455,Rajiv Gandhi International Stadium,100,Sunrisers Hyderabad,Chennai Super Kings,35.302,4.902,68
1456,Arun Jaitley Stadium,50,Mumbai Indians,Delhi Capitals,21.403,7.561,57
1457,Arun Jaitley Stadium,100,Delhi Capitals,Mumbai Indians,22.505,7.308,48
1458,Eden Gardens,50,Royal Challengers Bangalore,Kolkata Knight Riders,27.844,3.213,42
1459,Eden Gardens,100,Kolkata Knight Riders,Royal Challengers Bangalore,61.812,5.463,37
1460,Sawai Mansingh Stadium,50,Mumbai Indians,Rajasthan Royals,34.05,10.347,46
1461,Sawai Mansingh Stadium,100,Rajasthan Royals,Mumbai Indians,31.118,8.193,60
1462,Arun Jaitley Stadium,50,Punjab Kings,Delhi Capitals,44.959,5.975,50
1463,Arun Jaitley Stadium,100,Delhi Capitals,Punjab Kings,32.842,7.355,60
1464,Rajiv Gandhi International Stadium,50,Kolkata Knight Riders,Sunrisers Hyderabad,50.31,12.876,61
1465,Rajiv Gandhi International Stadium,100,Sunrisers Hyderabad,Kolkata Knight Riders,23.328,4.888,72
1466,M.Chinnaswamy Stadium,50,Royal Challengers Bangalore,Chennai Super Kings,31.175,4.51,49
1467,M.Chinnaswamy Stadium,100,Chennai Super Kings,Royal Challengers Bangalore,57.991,8.789,32
1468,Sawai Mansingh Stadium,50,Rajasthan Royals,Delhi Capitals,20.681,6.464,52
1469,Sawai Mansingh Stadium,100,Delhi Capitals,Rajasthan Royals,22.505,10.347,59
1470,MA Chidambaram Stadium,50,Sunrisers Hyderabad,Chennai Super Kings,33.075,6.513,54
1471,MA Chidambaram Stadium,100,Chennai Super Kings,Sunrisers Hyderabad,33.527,13.688,49
1472,M.Chinnaswamy Stadium,50,Royal Challengers Bangalore,Punjab Kings,31.175,2.772,70
1473,M.Chinnaswamy Stadium,100,Punjab Kings,Royal Challengers Bangalore,34.427,8.466,68
1474,Eden Gardens,50,Kolkata Knight Riders,Rajasthan Royals,43.919,3.446,32
1475,Eden Gardens,100,Rajasthan Royals,Kolkata Knight Riders,31.118,4.764,55
1476,MA Chidambaram Stadium,50,Mumbai Indians,Chennai Super Kings,32.671,6.513,45
1477,MA Chidambaram Stadium,100,Chennai Super Kings,Mumbai Indians,47.721,7.799,40
1478,Sawai Mansingh Stadium,50,Sunrisers Hyderabad,Rajasthan Royals,33.467,4.865,51
1479,Sawai Mansingh Stadium,100,Rajasthan Royals,Sunrisers Hyderabad,26.009,10.397,60
1480,Arun Jaitley Stadium,50,Delhi Capitals,Royal Challengers Bangalore,32.842,8.018,59
1481,Arun Jaitley Stadium,100,Royal Challengers Bangalore,Delhi Capitals,31.175,7.064,64
1482,Eden Gardens,50,Kolkata Knight Riders,Mumbai Indians,24.282,7.87,50
1483,Eden Gardens,100,Mumbai Indians,Kolkata Knight Riders,45.317,3.121,41
1484,Rajiv Gandhi International Stadium,50,Sunrisers Hyderabad,Punjab Kings,23.812,7.415,77
1485,Rajiv Gandhi International Stadium,100,Punjab Kings,Sunrisers Hyderabad,34.427,12.587,44
1486,M.Chinnaswamy Stadium,50,Royal Challengers Bangalore,Rajasthan Royals,76.348,5.065,62
1487,M.Chinnaswamy Stadium,100,Rajasthan Royals,Royal Challengers Bangalore,26.491,7.135,41
1488,MA Chidambaram Stadium,50,Chennai Super Kings,Delhi Capitals,33.527,6.102,27
1489,MA Chidambaram Stadium,100,Delhi Capitals,Chennai Super Kings,42.715,6.513,59
1490,Wankhede Stadium,50,Mumbai Indians,Sunrisers Hyderabad,34.05,8.047,44
1491,Wankhede Stadium,100,Sunrisers Hyderabad,Mumbai Indians,45.365,6.693,59
1492,Punjab Cricket Association IS Bindra Stadium,50,Punjab Kings,Kolkata Knight Riders,46.364,3.121,41
1493,Punjab Cricket Association IS Bindra Stadium,100,Kolkata Knight Riders,Punjab Kings,24.282,8.105,62
1494,Arun Jaitley Stadium,50,Rajasthan Royals,Delhi Capitals,50.001,8.022,30
1495,Arun Jaitley Stadium,100,Delhi Capitals,Rajasthan Royals,42.715,3.898,46
1496,M.Chinnaswamy Stadium,50,Sunrisers Hyderabad,Royal Challengers Bangalore,33.392,7.035,52
1497,M.Chinnaswamy Stadium,100,Royal Challengers Bangalore,Sunrisers Hyderabad,50.929,7.247,49
1498,Punjab Cricket Association IS Bindra Stadium,50,Chennai Super Kings,Punjab Kings,33.527,6.966,42
1499,Punjab Cricket Association IS Bindra Stadium,100,Punjab Kings,Chennai Super Kings,24.308,7.828,68
1500,Wankhede Stadium,50,Kolkata Knight Riders,Mumbai Indians,24.282,10.759,49
1501,Wankhede Stadium,100,Mumbai Indians,Kolkata Knight Riders,21.403,4.663,46
1502,MA Chidambaram Stadium,50,Chennai Super Kings,Mumbai Indians,43.81,7.897,32
1503,MA Chidambaram Stadium,100,Mumbai Indians,Chennai Super Kings,43.177,6.513,44
1504,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,50,Sunrisers Hyderabad,Delhi Capitals,33.392,8.022,54
1505,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,100,Delhi Capitals,Sunrisers Hyderabad,22.505,8.047,55
1506,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,50,Delhi Capitals,Chennai Super Kings,45.035,7.758,41
1507,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,100,Chennai Super Kings,Delhi Capitals,21.83,8.022,42
1508,Rajiv Gandhi International Stadium,50,Mumbai Indians,Chennai Super Kings,43.177,7.758,45
1509,Rajiv Gandhi International Stadium,100,Chennai Super Kings,Mumbai Indians,33.527,10.366,53
1510,Sheikh Zayed Stadium,50,Mumbai Indians,Chennai Super Kings,42.549,6.491,51
1511,Sheikh Zayed Stadium,100,Chennai Super Kings,Mumbai Indians,41.033,5.217,37
1512,Dubai International Cricket Stadium,50,Delhi Capitals,Punjab Kings,52.658,2.656,23
1513,Dubai International Cricket Stadium,100,Punjab Kings,Delhi Capitals,56.485,9.945,35
1514,Sheikh Zayed Stadium,50,Kolkata Knight Riders,Royal Challengers Bangalore,60.224,4.035,17
1515,Sheikh Zayed Stadium,100,Royal Challengers Bangalore,Kolkata Knight Riders,21.755,2.032,44
1516,Sharjah Cricket Stadium,50,Mumbai Indians,Sunrisers Hyderabad,43.177,7.26,48
1517,Sharjah Cricket Stadium,100,Sunrisers Hyderabad,Mumbai Indians,23.812,6.775,56
1518,Sharjah Cricket Stadium,50,Rajasthan Royals,Chennai Super Kings,26.497,4.623,54
1519,Sharjah Cricket Stadium,100,Chennai Super Kings,Rajasthan Royals,20.404,5.079,53
1520,Sheikh Zayed Stadium,50,Kolkata Knight Riders,Delhi Capitals,43.352,3.03,36
1521,Sheikh Zayed Stadium,100,Delhi Capitals,Kolkata Knight Riders,41.215,1.932,36
1522,Dubai International Cricket Stadium,50,Punjab Kings,Sunrisers Hyderabad,33.804,7.455,47
1523,Dubai International Cricket Stadium,100,Sunrisers Hyderabad,Punjab Kings,23.328,2.483,52
1524,Sheikh Zayed Stadium,50,Royal Challengers Bangalore,Mumbai Indians,18.578,6.394,54
1525,Sheikh Zayed Stadium,100,Mumbai Indians,Royal Challengers Bangalore,33.609,7.868,45
1526,Sharjah Cricket Stadium,50,Delhi Capitals,Rajasthan Royals,50.457,4.783,51
1527,Sharjah Cricket Stadium,100,Rajasthan Royals,Delhi Capitals,29.681,7.251,41
1528,Sheikh Zayed Stadium,50,Kolkata Knight Riders,Chennai Super Kings,34.216,5.088,52
1529,Sheikh Zayed Stadium,100,Chennai Super Kings,Kolkata Knight Riders,30.75,2.031,54
1530,Sharjah Cricket Stadium,50,Royal Challengers Bangalore,Sunrisers Hyderabad,39.335,6.791,30
1531,Sharjah Cricket Stadium,100,Sunrisers Hyderabad,Royal Challengers Bangalore,33.559,5.017,58
1532,Sheikh Zayed Stadium,50,Mumbai Indians,Punjab Kings,43.177,3.442,41
1533,Sheikh Zayed Stadium,100,Punjab Kings,Mumbai Indians,45.351,6.394,41
1534,Dubai International Cricket Stadium,50,Kolkata Knight Riders,Rajasthan Royals,37.432,5.123,42
1535,Dubai International Cricket Stadium,100,Rajasthan Royals,Kolkata Knight Riders,46.286,4.578,39
1536,Sheikh Zayed Stadium,50,Royal Challengers Bangalore,Delhi Capitals,28.782,6.301,40
1537,Sheikh Zayed Stadium,100,Delhi Capitals,Royal Challengers Bangalore,32.459,4.623,53
1538,Sheikh Zayed Stadium,50,Punjab Kings,Chennai Super Kings,34.427,5.868,53
1539,Sheikh Zayed Stadium,100,Chennai Super Kings,Punjab Kings,19.308,2.564,57
1540,Dubai International Cricket Stadium,50,Sunrisers Hyderabad,Rajasthan Royals,33.075,5.262,26
1541,Dubai International Cricket Stadium,100,Rajasthan Royals,Sunrisers Hyderabad,58.14,7.195,36
1542,Sheikh Zayed Stadium,50,Mumbai Indians,Kolkata Knight Riders,34.05,4.869,59
1543,Sheikh Zayed Stadium,100,Kolkata Knight Riders,Mumbai Indians,46.568,5.61,33
1544,Sharjah Cricket Stadium,50,Chennai Super Kings,Delhi Capitals,31.649,3.03,39
1545,Sharjah Cricket Stadium,100,Delhi Capitals,Chennai Super Kings,42.796,5.088,41
1546,Dubai International Cricket Stadium,50,Punjab Kings,Royal Challengers Bangalore,22.236,8.789,50
1547,Dubai International Cricket Stadium,100,Royal Challengers Bangalore,Punjab Kings,49.674,2.456,40
1548,Sheikh Zayed Stadium,50,Mumbai Indians,Rajasthan Royals,34.05,4.143,57
1549,Sheikh Zayed Stadium,100,Rajasthan Royals,Mumbai Indians,53.673,5.217,31
1550,Sheikh Zayed Stadium,50,Kolkata Knight Riders,Sunrisers Hyderabad,23.715,6.226,48
1551,Sheikh Zayed Stadium,100,Sunrisers Hyderabad,Kolkata Knight Riders,23.554,3.772,58
1552,Dubai International Cricket Stadium,50,Punjab Kings,Chennai Super Kings,22.236,5.088,46
1553,Dubai International Cricket Stadium,100,Chennai Super Kings,Punjab Kings,21.83,2.756,60
1554,Sheikh Zayed Stadium,50,Rajasthan Royals,Royal Challengers Bangalore,59.842,3.719,38
1555,Sheikh Zayed Stadium,100,Royal Challengers Bangalore,Rajasthan Royals,31.959,5.079,50
1556,Sharjah Cricket Stadium,50,Delhi Capitals,Kolkata Knight Riders,22.505,4.778,57
1557,Sharjah Cricket Stadium,100,Kolkata Knight Riders,Delhi Capitals,37.432,7.837,59
1558,Dubai International Cricket Stadium,50,Sunrisers Hyderabad,Chennai Super Kings,33.075,5.088,42
1559,Dubai International Cricket Stadium,100,Chennai Super Kings,Sunrisers Hyderabad,37.45,7.067,36
1560,Dubai International Cricket Stadium,50,Mumbai Indians,Punjab Kings,54.642,2.782,43
1561,Dubai International Cricket Stadium,100,Punjab Kings,Mumbai Indians,34.427,7.241,51
1562,Dubai International Cricket Stadium,50,Rajasthan Royals,Sunrisers Hyderabad,33.792,6.269,47
1563,Dubai International Cricket Stadium,100,Sunrisers Hyderabad,Rajasthan Royals,40.46,4.025,58
1564,Dubai International Cricket Stadium,50,Delhi Capitals,Royal Challengers Bangalore,22.505,3.719,63
1565,Dubai International Cricket Stadium,100,Royal Challengers Bangalore,Delhi Capitals,42.512,8.341,43
1566,Sharjah Cricket Stadium,50,Kolkata Knight Riders,Punjab Kings,51.117,2.782,54
1567,Sharjah Cricket Stadium,100,Punjab Kings,Kolkata Knight Riders,21.612,2.032,36
1568,Sharjah Cricket Stadium,50,Chennai Super Kings,Mumbai Indians,61.738,5.918,24
1569,Sharjah Cricket Stadium,100,Mumbai Indians,Chennai Super Kings,20.962,3.858,52
1570,Dubai International Cricket Stadium,50,Rajasthan Royals,Royal Challengers Bangalore,33.792,4.045,52
1571,Dubai International Cricket Stadium,100,Royal Challengers Bangalore,Rajasthan Royals,31.959,5.262,47
1572,Sheikh Zayed Stadium,50,Kolkata Knight Riders,Punjab Kings,41.981,2.762,25
1573,Sheikh Zayed Stadium,100,Punjab Kings,Kolkata Knight Riders,22.236,1.932,47
1574,Dubai International Cricket Stadium,50,Sunrisers Hyderabad,Delhi Capitals,23.812,7.3,77
1575,Dubai International Cricket Stadium,100,Delhi Capitals,Sunrisers Hyderabad,38.69,7.26,54
1576,Dubai International Cricket Stadium,50,Royal Challengers Bangalore,Chennai Super Kings,31.959,5.088,36
1577,Dubai International Cricket Stadium,100,Chennai Super Kings,Royal Challengers Bangalore,33.25,4.045,26
1578,Sheikh Zayed Stadium,50,Kolkata Knight Riders,Mumbai Indians,43.352,7.241,33
1579,Sheikh Zayed Stadium,100,Mumbai Indians,Kolkata Knight Riders,21.403,3.473,51
1580,Sharjah Cricket Stadium,50,Punjab Kings,Rajasthan Royals,22.236,4.932,60
1581,Sharjah Cricket Stadium,100,Rajasthan Royals,Punjab Kings,34.784,2.649,69
1582,Dubai International Cricket Stadium,50,Chennai Super Kings,Sunrisers Hyderabad,40.568,7.663,44
1583,Dubai International Cricket Stadium,100,Sunrisers Hyderabad,Chennai Super Kings,45.049,3.844,40
1584,Sheikh Zayed Stadium,50,Delhi Capitals,Mumbai Indians,42.796,6.394,46
1585,Sheikh Zayed Stadium,100,Mumbai Indians,Delhi Capitals,21.403,7.3,44
1586,Dubai International Cricket Stadium,50,Kolkata Knight Riders,Rajasthan Royals,34.216,5.027,55
1587,Dubai International Cricket Stadium,100,Rajasthan Royals,Kolkata Knight Riders,67.306,2.231,41
1588,Sharjah Cricket Stadium,50,Royal Challengers Bangalore,Punjab Kings,31.959,2.954,57
1589,Sharjah Cricket Stadium,100,Punjab Kings,Royal Challengers Bangalore,22.236,4.838,56
1590,Sheikh Zayed Stadium,50,Sunrisers Hyderabad,Delhi Capitals,23.328,6.652,38
1591,Sheikh Zayed Stadium,100,Delhi Capitals,Sunrisers Hyderabad,32.842,7.067,34
1592,Sheikh Zayed Stadium,50,Chennai Super Kings,Rajasthan Royals,40.568,4.025,43
1593,Sheikh Zayed Stadium,100,Rajasthan Royals,Chennai Super Kings,58.14,3.465,31
1594,Dubai International Cricket Stadium,50,Royal Challengers Bangalore,Sunrisers Hyderabad,21.755,11.708,53
1595,Dubai International Cricket Stadium,100,Sunrisers Hyderabad,Royal Challengers Bangalore,33.075,8.789,48
1596,Dubai International Cricket Stadium,50,Delhi Capitals,Mumbai Indians,42.715,4.087,22
1597,Dubai International Cricket Stadium,100,Mumbai Indians,Delhi Capitals,20.962,6.796,38
1598,Dubai International Cricket Stadium,50,Kolkata Knight Riders,Chennai Super Kings,21.906,4.9,48
1599,Dubai International Cricket Stadium,100,Chennai Super Kings,Kolkata Knight Riders,17.72,4.578,44
1600,Sheikh Zayed Stadium,50,Punjab Kings,Rajasthan Royals,33.804,3.528,53
1601,Sheikh Zayed Stadium,100,Rajasthan Royals,Punjab Kings,33.792,2.854,66
1602,Sharjah Cricket Stadium,50,Mumbai Indians,Sunrisers Hyderabad,43.177,7.209,48
1603,Sharjah Cricket Stadium,100,Sunrisers Hyderabad,Mumbai Indians,33.075,6.394,56
1604,Dubai International Cricket Stadium,50,Delhi Capitals,Chennai Super Kings,22.505,4.044,36
1605,Dubai International Cricket Stadium,100,Chennai Super Kings,Delhi Capitals,32.113,3.332,34
1606,Sharjah Cricket Stadium,50,Royal Challengers Bangalore,Kolkata Knight Riders,21.755,3.373,47
1607,Sharjah Cricket Stadium,100,Kolkata Knight Riders,Royal Challengers Bangalore,31.013,5.017,43
1608,Sheikh Zayed Stadium,50,Mumbai Indians,Rajasthan Royals,33.609,3.052,59
1609,Sheikh Zayed Stadium,100,Rajasthan Royals,Mumbai Indians,44.519,6.394,55
1610,Dubai International Cricket Stadium,50,Sunrisers Hyderabad,Punjab Kings,23.328,2.849,58
1611,Dubai International Cricket Stadium,100,Punjab Kings,Sunrisers Hyderabad,47.922,7.195,45
1612,Dubai International Cricket Stadium,50,Delhi Capitals,Rajasthan Royals,42.796,5.335,47
1613,Dubai International Cricket Stadium,100,Rajasthan Royals,Delhi Capitals,46.637,6.4,50
1614,Dubai International Cricket Stadium,50,Royal Challengers Bangalore,Chennai Super Kings,31.959,4.196,46
1615,Dubai International Cricket Stadium,100,Chennai Super Kings,Royal Challengers Bangalore,19.308,6.114,48
1616,Sheikh Zayed Stadium,50,Sunrisers Hyderabad,Kolkata Knight Riders,33.075,4.578,40
1617,Sheikh Zayed Stadium,100,Kolkata Knight Riders,Sunrisers Hyderabad,46.568,7.067,52
1618,Dubai International Cricket Stadium,50,Delhi Capitals,Punjab Kings,32.842,2.976,53
1619,Dubai International Cricket Stadium,100,Punjab Kings,Delhi Capitals,57.498,6.889,57
1620,Dubai International Cricket Stadium,50,Royal Challengers Bangalore,Mumbai Indians,21.755,5.61,59
1621,Dubai International Cricket Stadium,100,Mumbai Indians,Royal Challengers Bangalore,43.177,1.944,35
1622,Dubai International Cricket Stadium,50,Mumbai Indians,Delhi Capitals,34.05,7.391,63
1623,Dubai International Cricket Stadium,100,Delhi Capitals,Mumbai Indians,60.411,7.241,32
1624,Sheikh Zayed Stadium,50,Royal Challengers Bangalore,Sunrisers Hyderabad,42.512,6.791,32
1625,Sheikh Zayed Stadium,100,Sunrisers Hyderabad,Royal Challengers Bangalore,41.701,2.916,48
1626,Sheikh Zayed Stadium,50,Delhi Capitals,Sunrisers Hyderabad,18.794,7.26,65
1627,Sheikh Zayed Stadium,100,Sunrisers Hyderabad,Delhi Capitals,56.544,6.796,49
1628,Dubai International Cricket Stadium,50,Delhi Capitals,Mumbai Indians,48.957,6.357,41
1629,Dubai International Cricket Stadium,100,Mumbai Indians,Delhi Capitals,34.05,7.886,61
1630,"MA Chidambaram Stadium, Chepauk, Chennai",50,Mumbai Indians,Royal Challengers Bangalore,35.093,3.131,41
1631,"MA Chidambaram Stadium, Chepauk, Chennai",100,Royal Challengers Bangalore,Mumbai Indians,36.11,6.003,46
1632,"Wankhede Stadium, Mumbai",50,Chennai Super Kings,Delhi Capitals,40.142,5.617,33
1633,"Wankhede Stadium, Mumbai",100,Delhi Capitals,Chennai Super Kings,22.505,5.088,65
1634,"MA Chidambaram Stadium, Chepauk, Chennai",50,Kolkata Knight Riders,Sunrisers Hyderabad,21.906,11.948,50
1635,"MA Chidambaram Stadium, Chepauk, Chennai",100,Sunrisers Hyderabad,Kolkata Knight Riders,45.14,6.956,35
